"id","account","text","text2"
"959","@Mehmet_Ali_ONEL","Nobel ödüllü Japon Tıp Profesörü: % 100 söyleyebilirim. Coronavirüs doğal değil. Yarasalardan gelmedi. Çin bunu üretti! Söylediğimin yanlış olduğu kanıtlanırsa, Nobel Ödülümü geri çekebilir. Çin yalan söylüyor ve bu gerçek bir gün herkese açıklanacak .","Nobel ödüllü Japon T"
"4406","@shelbythoms","#SONDAKIKA Geçirdiği rahatsızlık sebebiyle programları iptal edilen 83 yaşındaki Papa Francis'in koronavirüse yakalandığı iddia edilmişti. MCM News'in haberine göre; Papa Francis'in testleri pozitif çıktı","#SONDAKIKA Geçirdiği"
"4406","@abdullahciftcib","İran'da Hamaney'e danışmanlık yapan meclis üyesi koronavirüs nedeniyle yaşamını yitirdi. İran dini lideri Hameney de Katolik Papa gibi virüsün hedefinde.","İran'da Hamaney'e da"
"4406","@ggwpnore","Olm Papa'nın koronavirüs kapması ne demek Dan Brown romanı mı lan bu yeter.","Olm Papa'nın koronav"
"3752","@turkhane","Tüm işyerleri kapanıyor. İşte o genelge: #coronavirus #coranatürkiye","Tüm işyerleri kapanı"
"641","@MstSelanik","Diyarbekir candır 😊","Diyarbekir candır 😊"
"641","@eserkarayel","Diyarbekir 🎶","Diyarbekir 🎶"
"2593","@pusholder","Netflix, dışarı çıkanları eve geri kaçırmak için sokak panolarından kendi dizilerine ait spoiler veriyor.","Netflix, dışarı çıka"
"2593","@LoadEnterRun","#Netflix, #coronavirus’e rağmen dışarı çıkan insanları cezanladırmak için, en popüler dizilerinden derlediği spoiler’ları bilboardlara asmış.","#Netflix, #coronavir"
"2593","@Biz10TV","#EvdeKal ‘mazsanız Spoiler Yersiniz! Netflix evde kal çağrılarına uymayan izleyicilerine ceza kesiyor! ABD’de Reklam panolarını dizi ve filmlerin spoilerları ile giydiren Netflix evde kalmayıp dışarı çıkan izleyicisini bu şekilde cezalandırıyor","#EvdeKal ‘mazsanız S"
"2593","@mkobach","Spoiler alert: A Netflix spec ad that encourages people to stay home by putting up billboards of spoilers from their original programming","Spoiler alert: A Net"
"2119","@bilio_muydunuz","Amerika'da Sandra isimli bir orangutan, koronavirüs tehlikesi yüzünden sürekli ellerini yıkayan bakıcılarını görünce, ellerini yıkamaya başladı...","Amerika'da Sandra is"
"2119","@eha_biltek","🦧 Son günlerde bakıcılarını gözlemleyen Sandra adlı bu orangutan ellerini yıkamaya başladı.","🦧 Son günlerde bakıc"
"2119","@kaacyiloldu","Amerika'da Sandra isimli bir orangutan, koronavirüs tehlikesi yüzünden sürekli ellerini yıkayan bakıcılarını görünce ellerini yıkamaya başladı.","Amerika'da Sandra is"
"3890","@asoszen","Kuzey Kore’de KORONA VİRÜS önlemi: Virüs bulaşan 2 kişi idam edildi...!!!","Kuzey Kore’de KORONA"
"3890","@bbonewstr","👀Kuzey Kore'de hızlı önlem: Enfekte olan iki kişi idam edildi.","👀Kuzey Kore'de hızlı"
"3890","@bilio_muydunuz","#SONDAKİKA Kuzey Kore’den hızlı önlem: Enfekte olan 2 kişi idam edildi...","#SONDAKİKA Kuzey Kor"
"3890","@cumhuriyetgzt1","#SONDAKİKA | Kuzey Kore’den hızlı önlem: Enfekte olan 2 kişi idam edildi","#SONDAKİKA | Kuzey K"
"3890","@GKMNNMKG","Kuzey Kore’den hızlı önlem ; Enfekte olan 2 kişi idam edildi. 😊","Kuzey Kore’den hızlı"
"2882","@GHK_448__ERA","Çin ;""2 Milyon virüs kiti gönderildi"" dedi. Ücreti; ""Ücretini ATATÜRK ödedi."" dediler. Hızlı tanı Kitindeki en güzel detay....💕💕💕🙏😇","Çin ;""2 Milyon virüs"
"2882","@merdanyanardag","Başka söze gerek var mı?","Başka söze gerek var"
"2882","@halukblginer","Çin, 2 milyon kit gönderdi! Ücretini, Atatürk ödedi dediler... Neden mi? Çünkü Atatürk’ün kurduğu ve 2011 yılında kapatılan Hıfzısıhha Enstitüsü'nün, 1940'da gönderdiği aşılar sayesinde Çin kolera salgınını yenmişti. Ne zaman başımız düşse dara yetişiyorsun be ATAM!","Çin, 2 milyon kit gö"
"785","@tedaselectricas","Muazzam hareket

Hindistan polisi, sokağa çıkma yasağına uymayıp sokakta gezenleri, ambulanstaki sahte coronavirüslü bir hastanın yanına koyarak cezalandırıyor...","Muazzam hareket

Hin"
"785","@kaacyiloldu","Hindistan polisi, sokağa çıkma yasağına uymayanları ceza olarak ambulanstaki sahte coronavirüslü bir hastanın yanına koydu.","Hindistan polisi, so"
"2592","@mustafaltun5072","#yök rica ediyorum bu konıda açıklama yapar mısın wp gruplarında bu yazı var. @YuksekogretimK @yekta_sarac","#yök rica ediyorum b"
"2592","@zeynepdvlcu","Bu doğru mu ? #yök #onlinesınavistemiyoruz","Bu doğru mu ? #yök #"
"2592","@AgaogluDurhat","#YÖKÇöktü
Üniversiteler kapandığı söyleniyor ve yök kapalı","#YÖKÇöktü
Üniversite"
"2592","@ozmustafaaa","#yök Bu doğru mu ? Yök den böyle bi açıklama yapılmış galiba","#yök Bu doğru mu ? Y"
"4079","@imLUTEx","❌❌❌❌❌❌❌RT Korona virüsü, 400-500 mikrohücre çapına sahip , boyutları büyük bir virüstür, herhangi bir maske bile virüsün girişini engeller, bu nedenle eczacıları 2 katlı 3 katlı maske istiyoruz diye zorlamaya gerek yoktur. Virüs havaya değil, yere yerleşir, bu nedenle","❌❌❌❌❌❌❌RT Korona vir"
"4079","@onedioyav","En mantıklısı bu geldi bana. Lütfen bir defa okuyun pişman olmazsınız. #Corona Dikkat edelim...!","En mantıklısı bu gel"
"4079","@yusufhalacoglu","Tedbir olarak bunları paylaşalım.","Tedbir olarak bunlar"
"1326","@yilmazsozcu","Sayın yalaka pozitif medyamızı, sayın şeffaf sağlık bakanımıza bölüyorsun, daima 0,021 çıkıyor... Bu istikrarı sayın tüik bile başaramamıştı","Sayın yalaka pozitif"
"1326","@OzgurKarabatCHP","♦️Türkiye vefatlardaki kodlamaları WHO (Dünya Sağlık Örgütü) standartlarına göre yapmayınca ortaya ilginç sonuçlar çıkıyor. ♦️Vaka sayıları ile ölüm sayısı arasında 9 günde hep aynı oranı tutturan tek ülkeyiz! #coronaturkiye #covid19 #coronavirus","♦️Türkiye vefatlarda"
"1326","@firatozb","(toplam vefat/toplam vaka)
5 nisan - 574/27069 = 0.021
6 nisan - 649/30217 = 0.021
7 nisan - 725/34109 =0.021
8 nisan - 812/38226 =0.021
9 nisan - 908/42282 =0.021
10 nisan - 1006/47029 =0.021
11 nisan - 1101/52167 =0.021
12 nisan - 1198/56956 =0.021
13 nisan - 1296/61049 = 0.021","(toplam vefat/toplam"
"1326","@cem_baykal","Ya eğer bu doğruysa abv sizin.","Ya eğer bu doğruysa "
"1326","@ZaferArapkirli","BEN MATEMATİK BİLMEM TIP İNSANI DA DEĞİLİM.. Ama bu tablo size de anormal gelmiyor mu?","BEN MATEMATİK BİLMEM"
"329","@barisyarkadas","6- Hasta haklarına saygıdan dolayı Çinli çocukla ilgili fazla bilgi vermek istemedim. Ancak yandaş medya ve Sağlık Bakanlığı beni yalanlamaya çalışınca belgeyi yayınlamak şart oldu. İŞTE BELGE: Bakın bakalım Y. M. adlı 6 yaşındaki kız çocuğu için Dr. hangi teşhisi koymuş!","6- Hasta haklarına s"
"329","@erenerdemnet","Sevgili @barisyarkadas ‘ın az önce paylaştığı üzre İstanbul’da ilk “coronavirüs” vakası ortaya çıktı. Bu saatten sonra bu işin şakası yok. Çok ciddi tedbirler almalıyız. Hastanedeki herkes ve çevredekilerin tamamı taranmalı, hastane karantinaya alınmalı. Şakası yok...","Sevgili @barisyarkad"
"4078","@elolopp","medeniyet bile uğramadı buraya ben geldim korona sahibi mi oldun gerçekten kayseri","medeniyet bile uğram"
"4078","@paypaull","Corona Virüsünün Türkiye'de ilk çıktığı yer Kayseri. Ciddi anlamda virüs paradan geçiyor diyorlardı inanmıyordum.","Corona Virüsünün Tür"
"4078","@MaviRapsodi","Yurtdışı kayıtlarına göre resimdeki kırmızı noktalı yer, Kayseri civarında 1 kişide #Corona var gözüküyor şimdilik..","Yurtdışı kayıtlarına"
"2183","@recebterzi","Dünya tedavisi olmayan Corona dan Allah'a sığınıyor.. ""İsviçre'de bulunan bir kilise'de Ezan-ı Muhammed okunuyor."" #vaka9217","Dünya tedavisi olmay"
"2295","@Siyahbahce1","🔹""İmam yerine doktor yetiştirin"" diyenler burada mı? 🔹Trump, ahalisiyle oturmuş Kur'anı Kerim dinliyor. 🔹Hucurat 13. Ayet ve Fatiha suresi 🔹Bizdeki İslam düşmanı kemalistlerin geldiği noktayı düşünün! #TürkiyeKazanacak #saygılıol #vaka2443 #HayırlıCumalar","🔹""İmam yerine doktor"
"2779","@kazimkizil","Wikipedia'da yer alan Türkiye #COVID19 Pandemi Haritası. Maviler şüpheli vakaları, kırmızılar ise pozitif çıkmış vakaları gösteriyor. Harita 19 Mart'a dair... Ve #Wikipedia uyarıyor: ""Bu, hızla gelişen bir durum. Güncel veriler için Dünya Sağlık Örgütü raporlarına bakın.""","Wikipedia'da yer ala"
"2779","@danyalyildiz","Wikipedia’ya göre Türkiye #coronavirüs haritası. Virüs Önemsenmiyor, önlem için #EvdeKal Türkiye !","Wikipedia’ya göre Tü"
"2779","@b_ade61","Wikipedia Türkiye şehir Corona haritası. Nedir doğruluğu acaba? Ya Trabzon orda olmak zorunda miydin? #COVID2019","Wikipedia Türkiye şe"
"2779","@pisicikologi","Wikipedia girebiliyor musunuz bilmiyorum ama orada böyle bir Türkiye'ye ait corona virüs haritası var. Map of the 2019-nCoV outbreak in Turkey as of 10 March 2020. Be aware that since this is a rapidly evolving situation, new cases may not be immediately represented visually.","Wikipedia girebiliyo"
"4229","@Sadetti46777280","Ümraniye devlet hastanesi","Ümraniye devlet hast"
"4229","@hakan_aygun","Yer ümraniye devlet hastanesi; koronavirüs vakası","Yer ümraniye devlet "
"4229","@UmitPolat23","Burası Ankara Etimesgut devlet Hastanesi. Kim demiş Türkiye’de #corona yok diye. Alın size kanıt videosu #sağlıkbakanlığı #CoronaVirusSA #CoronaVarsaTuerkiyeYok","Burası Ankara Etimes"
"4229","@KaraSamanErlik","#CODVID19 bu Ümraniye Devlet Hastanesinden bir görüntü. Eğer virüs varsa ülkede yetkililer neden açıklama yapmıyor. Yada bu görüntü durum nedir. Vatandaşın bilgilendirilip olası yayılmanın önüne geçmek için bilgi sağlanmalı.","#CODVID19 bu Ümraniy"
"4229","@yalimin_mazotu","Burası Ümraniye devlet hastanesi #koronavirus","Burası Ümraniye devl"
"4229","@TampuanTugce","Ümraniye devlet hastanesi #corona #CoronaVirusSA #Corona #corona #turkey","Ümraniye devlet hast"
"4229","@WhoMickeyy","Kartal devlet hastanesi #Coronvirus","Kartal devlet hastan"
"4229","@MrrHann","İstanbul Ümraniye Devlet Hastanesi 🙄😷 #corona #coronavirus","İstanbul Ümraniye De"
"4229","@BeatriceBeebe1","Beylikdüzü Devlet Hastanesi #coronavirusu @CoronaTurkey","Beylikdüzü Devlet Ha"
"4229","@Simlikuku","Yalova bölge hastanesi. Corona gelmiş , hoşgelmiş...","Yalova bölge hastane"
"2286","@ucusahaziir","ispanya’da ezan okunmuş... keşke burada da böyle okunsa ezan ruhum dinlendi resmen... #ezan","ispanya’da ezan okun"
"2286","@TheLaikYobaz","Yüzyıllar sonra İspanya Gırnata'da (Granada) Ezan-ı Muhammedi okunuyor. Tüyler diken diken... #ezan","Yüzyıllar sonra İspa"
"2286","@mfustaosmanoglu","#Ezan 

Gırnata ıspanyası .

Gavur Avrupa Veba korkusudan dolayı Allah’a ezanla duaya izin veriyor .. üstelik yüz yıllar sonra !!

Yerli  gavur hasedinden kininden tırnaklarını,parmaklarını kemiriyor..!

(De ki: ""kininizle geberin!"". )
Ali imran 119","#Ezan 

Gırnata ıspa"
"2286","@yenisafakwriter","Yıllar, yüzyıllar sonra Gırnata'da, İspanya'da ezan okunuyor.. Bir #ezan bu kadar mı yürekleri titiretir! Türkiye’deyse ezan'la, salâ'yla, dua'yla dalga geçiliyor! Ne kadar ürperticidir bu! Celladına âşık tasmalı çekirgeler! Yazık size! #EvdekalEvdekal","Yıllar, yüzyıllar so"
"680","@ThePavyon","İtalya, sen balkonda şarkı söylemeye devam et kardeşim. Ankara balkona pavyon açtı. (Via: b.altindag)","İtalya, sen balkonda"
"680","@kimbuberra","İtalya sen balkonda şarkı söylemeye devam et, Ankara balkona pavyon açtı pavyon şalsjahahsjjshq","İtalya sen balkonda "
"680","@benutandim2","Ankara > Corona","Ankara > Corona"
"680","@sekerlibicay","İtalya sen balkondan balkona şarkı söylemeye devam et, Ankara balkona pavyon açtı.","İtalya sen balkondan"
